350.92,173.98,421.28,172.98,422.61,267.66,352.26,268.66
351.24,166.31,420.58,166.28,420.63,272.06,351.29,272.1
350.24,169.13,419.37,166.58,422.99,264.35,353.85,266.9
355.68,164.99,425.36,165.6,424.47,266.74,354.79,266.12
354.07,168.21,424.24,166.89,425.99,260.24,355.82,261.55
355.0,161.0,431.0,161.0,431.0,250.0,355.0,250.0
356.84,164.49,434.81,166.68,432.05,265.05,354.08,262.86
351.88,160.64,421.24,154.79,429.63,254.29,360.26,260.14
356.4,161.96,429.52,156.76,436.89,260.54,363.77,265.73
361.19,161.62,432.44,162.08,431.89,247.17,360.64,246.71
361.05,160.25,430.17,156.0,435.6,244.35,366.48,248.59
364.07,160.94,431.64,156.04,437.09,231.1,369.52,236.0
374.81,162.85,437.55,159.73,440.45,218.18,377.71,221.3
379.99,155.05,443.67,157.1,441.67,219.06,377.99,217.01
443.26,201.78,382.35,212.82,373.53,164.16,434.45,153.13
380.5,156.83,442.29,153.97,444.78,207.89,382.99,210.75
379.9,158.1,447.75,158.13,447.73,203.73,379.88,203.71
387.72,155.66,452.5,155.89,452.34,199.27,387.57,199.03
384.75,156.58,459.05,149.87,462.83,191.77,388.54,198.48
391.55,155.5,462.67,156.19,462.31,194.22,391.18,193.54
393.62,153.8,461.58,153.07,461.91,183.74,393.95,184.48
400.31,145.15,459.86,154.72,453.4,194.95,393.84,185.38
397.78,148.61,464.42,147.01,465.29,182.87,398.64,184.48
398.23,148.41,465.26,148.22,465.35,181.11,398.32,181.3
399.12,147.49,465.85,147.01,466.09,181.01,399.36,181.49
402.01,144.43,466.0,149.12,463.45,183.82,399.46,179.13
411.08,143.29,461.57,143.83,461.24,174.58,410.75,174.04
414.67,139.0,478.78,144.91,475.74,177.91,411.62,172.0
412.57,138.67,482.01,145.4,478.92,177.29,409.48,170.55
423.98,144.69,486.77,140.21,489.94,184.58,427.15,189.06
431.42,142.42,493.85,141.74,494.35,187.09,431.92,187.78
426.83,135.84,494.17,135.1,494.71,183.96,427.37,184.69
433.37,137.04,500.56,138.14,499.69,191.19,432.5,190.09
440.97,138.05,500.01,141.56,497.05,191.38,438.0,187.87
441.26,135.8,502.63,133.62,504.63,190.16,443.26,192.34
448.09,135.0,508.44,136.43,507.1,193.1,446.74,191.68
451.47,133.13,513.52,134.31,512.38,194.9,450.32,193.73
452.0,134.0,516.0,134.0,516.0,189.0,452.0,189.0
450.4,133.74,514.31,134.16,513.96,188.65,450.05,188.23
457.14,134.73,525.6,131.11,528.43,184.66,459.97,188.28
463.0,135.0,527.0,135.0,527.0,185.0,463.0,185.0
467.0,132.0,530.0,132.0,530.0,186.0,467.0,186.0
477.0,131.0,541.0,131.0,541.0,181.0,477.0,181.0
486.0,131.0,545.0,131.0,545.0,181.0,486.0,181.0
503.0,129.0,557.0,129.0,557.0,176.0,503.0,176.0
503.0,129.0,557.0,129.0,557.0,176.0,503.0,176.0
512.0,127.0,562.0,127.0,562.0,175.0,512.0,175.0
512.0,127.0,562.0,127.0,562.0,175.0,512.0,175.0
522.59,125.78,573.59,128.06,571.47,175.41,520.47,173.13
522.5,125.29,565.65,125.54,565.4,170.18,522.24,169.93
528.67,126.51,574.63,125.98,575.09,166.02,529.13,166.55
534.91,125.68,575.28,123.5,577.58,166.32,537.22,168.5
538.14,126.58,589.28,123.44,591.89,165.84,540.75,168.98
